Post_ID,Position,Unit,First_Date,Last_Date,Appearances,Status_History
"151526","Системний адміністратор","Головне управління розвідки",2025-11-09,2025-12-10,17,"open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open"
"151325","Embedded/Hardware Developer","Сили Оборони",2025-11-09,2025-12-10,17,"open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open"
"151219","Інженер з інфраструктури","Центр масштабування технологічних рішень",2025-11-09,2025-12-10,17,"open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open"
"19216","Мережевий адміністратор","Національна гвардія України",2025-11-09,2025-12-10,17,"open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open"
"151059","Фахівець з кібербезпеки","14 окремий полк БпАК",2025-11-09,2025-12-10,17,"open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open"
"151022","Спеціаліст з Mission Planner","20 бригада оперативного призначення «Любарт»",2025-11-09,2025-12-10,17,"open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open"
"150956","Frontend Engineer","Центр інновацій та розвитку оборонних технологій",2025-11-09,2025-12-10,17,"open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open"
"150953","Product Manager","Центр інновацій та розвитку оборонних технологій",2025-11-09,2025-12-10,17,"open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open"
"150886","Системний адміністратор","Сили Оборони",2025-11-09,2025-12-10,17,"open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open"
"150495","Системний адміністратор","Сили Оборони",2025-11-09,2025-12-10,17,"open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open"
"150488","Спеціаліст з інформаційної безпеки","Сили Оборони",2025-11-09,2025-12-10,17,"open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open"
"12346","Зв'язківець","Флотилія ВМС",2025-10-21,2025-12-10,16,"open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open"
"149825","UX/UI Designer (ISTAR Development)","2 корпус НГУ «Хартія»",2025-10-31,2025-12-07,16,"open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open"
"153189","Технічний спеціаліст з AI-рішень та медіа","Сили Спеціальних Операцій",2025-11-15,2025-12-10,16,"open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open"
"153186","OSINT-аналітик","Сили Спеціальних Операцій",2025-11-15,2025-12-10,16,"open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open"
"153033","Системний адміністратор серверного сегмента","Прикордонний підрозділ безпілотних авіаційних систем «Фенікс»",2025-11-15,2025-12-10,16,"open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open"
"152963","BackEnd Developer","Головне управління розвідки",2025-11-15,2025-12-10,16,"open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open"
"152416","Інженер R&D","17 бригада «Рейд»",2025-11-15,2025-12-10,16,"open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open"
"152358","Frontend Developer (Javascript/React)","Прикордонний підрозділ безпілотних авіаційних систем «Фенікс»",2025-11-15,2025-12-10,16,"open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open"
"152300","Спеціаліст внутрішньої служби безпеки","429 окремий полк безпілотних систем «Ахіллес»",2025-11-15,2025-12-10,16,"open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open"
"152211","Викладач інформаційних систем та технологій","Військовий інститут телекомунікацій та інформатизації",2025-11-15,2025-12-10,16,"open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open"
"152115","Спеціаліст з оптимізації операційної ефективності","Прикордонний підрозділ безпілотних авіаційних систем «Фенікс»",2025-11-15,2025-12-10,16,"open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open"
"152108","Back-End Developer","Прикордонний підрозділ безпілотних авіаційних систем «Фенікс»",2025-11-15,2025-12-10,16,"open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open"
"152099","ІТ-спеціаліст","Прикордонний підрозділ безпілотних авіаційних систем «Фенікс»",2025-11-15,2025-12-10,16,"open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open"
"152086","Спеціаліст з налаштування комп'ютерної мережі","Прикордонний підрозділ безпілотних авіаційних систем «Фенікс»",2025-11-15,2025-12-10,16,"open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open"
"152062","Embedded/Hardware Developer","Прикордонний підрозділ безпілотних авіаційних систем «Фенікс»",2025-11-15,2025-12-10,16,"open → open → open → open → open → open → open → open → open → open → open → open → open → open → open → open"
"104845","Senior QA/AQA Engineer (Mobile)","Центр інновацій та розвитку оборонних технологій",2025-10-21,2025-12-02,15,"open → open → open → open → open → open → open → open → open → open → open → open → open → open → open"
"37727","Черговий КСП","Група сил підтримки 15 БрОП НГУ",2025-10-21,2025-12-02,15,"open → open → open → open → open → open → open → open → open → open → open → open → open → open → open"
"153539","Спеціаліст з телекомунікаційних мереж та інформаційних систем","1 корпус НГУ «Азов»",2025-11-18,2025-12-10,15,"open → open → open → open → open → open → open → open → open → open → open → open → open → open → open"
"153454","Системний адміністратор","422 окремий батальйон безпілотних систем «Luftwaffe»",2025-11-18,2025-12-10,15,"open → open → open → open → open → open → open → open → open → open → open → open → open → open → open"
"119022","Головний спеціаліст відділу аналітики","Міністерство Оборони",2025-10-21,2025-12-01,14,"open → open → open → open → open → open → open → open → open → open → open → open → open → open"
"118028","Розробник програмного забезпечення","1 корпус НГУ «Азов»",2025-10-21,2025-12-01,14,"open → open → open → open → open → open → open → open → open → open → open → open → open → open"
"102565","Інженер з розгортання та підтримки ІТ-систем","3 окрема штурмова бригада",2025-10-21,2025-12-10,14,"open → open → open → open → open → open → open → open → open → open → open → open → open → open"
"153142","Аналітик (Power BI)","2 корпус НГУ «Хартія»",2025-11-15,2025-12-07,14,"open → open → open → open → open → open → open → open → open → open → open → open → open → open"
"153139","OSINT-аналітик","2 корпус НГУ «Хартія»",2025-11-15,2025-12-07,14,"open → open → open → open → open → open → open → open → open → open → open → open → open → open"
"1444","DevOps Engineer","3 окрема штурмова бригада",2025-11-18,2025-12-10,14,"open → open → open → open → open → open → open → open → open → open → open → open → open → open"
"149001","HUMINT-аналітик","414 окрема бригада безпілотних систем «Птахи Мадяра»",2025-10-31,2025-12-04,13,"open → open → open → open → open → open → open → open → open → open → open → open → open"
"88237","Розробник чат-ботів","12 бригада спеціального призначення «Азов»",2025-11-19,2025-12-10,13,"open → open → open → open → open → open → open → open → open → open → open → open → open"
"153693","Backend-розробник систем цифрової логістики","13 бригада оперативного призначення «Хартія»",2025-11-19,2025-12-10,13,"open → open → open → open → open → open → open → open → open → open → open → open → open"
"153680","Керівник трансформації закупівель і автоматизації процесів","13 бригада оперативного призначення «Хартія»",2025-11-19,2025-12-10,13,"open → open → open → open → open → open → open → open → open → open → open → open → open"
"153658","Офіцер групи автоматизованих систем та системного…","475 окремий штурмовий полк «CODE 9.2»",2025-11-19,2025-12-10,13,"open → open → open → open → open → open → open → open → open → open → open → open → open"
"102590","Data Analyst","3 окрема штурмова бригада",2025-10-21,2025-11-28,12,"open → open → open → open → open → open → open → open → open → open → open → open"
"102585","Інженер з автоматичного тестування програмних продуктів","3 окрема штурмова бригада",2025-10-21,2025-11-28,12,"open → open → open → open → open → open → open → open → open → open → open → open"
"102582","Інженер з мануального тестування програмних продуктів","3 окрема штурмова бригада",2025-10-21,2025-11-28,12,"open → open → open → open → open → open → open → open → open → open → open → open"
"102563","Інженер з розробки програмних продуктів","3 окрема штурмова бригада",2025-10-21,2025-11-28,12,"open → open → open → open → open → open → open → open → open → open → open → open"
"102561","Інженер технічної підтримки IT-систем","3 окрема штурмова бригада",2025-10-21,2025-11-28,12,"open → open → open → open → open → open → open → open → open → open → open → open"
"98370","PPC-спеціаліст (Middle/Senior)","3 окрема штурмова бригада",2025-10-21,2025-11-28,12,"open → open → open → open → open → open → open → open → open → open → open → open"
"98363","Вебдизайнер (Middle/Senior)","3 окрема штурмова бригада",2025-10-21,2025-11-28,12,"open → open → open → open → open → open → open → open → open → open → open → open"
"92352","Embedded Software/Hardware розробник","3 окрема штурмова бригада",2025-10-21,2025-11-28,12,"open → open → open → open → open → open → open → open → open → open → open → open"
"73462","Програміст вбудованих систем","3 окрема штурмова бригада",2025-10-21,2025-11-28,12,"open → open → open → open → open → open → open → open → open → open → open → open"
"73457","Фахівець з радіотехніки","3 окрема штурмова бригада",2025-10-21,2025-11-28,12,"open → open → open → open → open → open → open → open → open → open → open → open"
"73453","Системний адміністратор","3 окрема штурмова бригада",2025-10-21,2025-11-28,12,"open → open → open → open → open → open → open → open → open → open → open → open"
"148515","Інженер логіки систем (Backend .NET Engineer)","Центр масштабування технологічних рішень",2025-10-27,2025-12-02,12,"open → open → open → open → open → open → open → open → open → open → open → open"
"148512","Інженер логіки систем (Platform Backend .NET Engineer)","Центр масштабування технологічних рішень",2025-10-27,2025-12-02,12,"open → open → open → open → open → open → open → open → open → open → open → open"
"148509","Інженер логіки систем (Backend Python Engineer)","Центр масштабування технологічних рішень",2025-10-27,2025-12-02,12,"open → open → open → open → open → open → open → open → open → open → open → open"
"148407","Інженер з автоматизованого тестування ПЗ","Центр масштабування технологічних рішень",2025-10-27,2025-12-02,12,"open → open → open → open → open → open → open → open → open → open → open → open"
"149440","Менеджер підтримки CRM-систем","6 рекрутинговий центр СБС",2025-10-31,2025-12-03,12,"open → open → open → open → open → open → open → open → open → open → open → open"
"155421","Team lead/Системний адміністратор","Національна академія Сухопутних Військ",2025-11-24,2025-12-10,12,"open → open → open → open → open → open → open → open → open → open → open → open"
"155370","Data Analyst Specialist","Окремий спеціальний центр електронної підтримки",2025-11-24,2025-12-10,12,"open → open → open → open → open → open → open → open → open → open → open → open"
"155367","Data Engineer","Окремий спеціальний центр електронної підтримки",2025-11-24,2025-12-10,12,"open → open → open → open → open → open → open → open → open → open → open → open"
"155148","ІТ-спеціаліст","Рота НРК «NOVA» 3 ОШБр",2025-11-24,2025-12-10,12,"open → open → open → open → open → open → open → open → open → open → open → open"
"155109","Розробник Webflow","20 бригада оперативного призначення «Любарт»",2025-11-24,2025-12-10,12,"open → open → open → open → open → open → open → open → open → open → open → open"
"155094","Спеціаліст з Arduino","20 бригада оперативного призначення «Любарт»",2025-11-24,2025-12-10,12,"open → open → open → open → open → open → open → open → open → open → open → open"
"154792","Дата-аналітик","Міністерство Оборони",2025-11-24,2025-12-10,12,"open → open → open → open → open → open → open → open → open → open → open → open"
"154779","Аналітик бізнес-процесів","Міністерство Оборони",2025-11-24,2025-12-10,12,"open → open → open → open → open → open → open → open → open → open → open → open"
"154739","Інженер-програміст БПЛА (R&D)","7 Корпус ДШВ",2025-11-24,2025-12-10,12,"open → open → open → open → open → open → open → open → open → open → open → open"
"154731","Senior Backend Developer","7 Корпус ДШВ",2025-11-24,2025-12-10,12,"open → open → open → open → open → open → open → open → open → open → open → open"
"154545","Спеціаліст з програмування дронів","7 Корпус ДШВ",2025-11-24,2025-12-10,12,"open → open → open → open → open → open → open → open → open → open → open → open"
"154539","Архітектор програмного забезпечення","7 Корпус ДШВ",2025-11-24,2025-12-10,12,"open → open → open → open → open → open → open → open → open → open → open → open"
"154358","ML Engineer","Окремий спеціальний центр електронної підтримки",2025-11-24,2025-12-10,12,"open → open → open → open → open → open → open → open → open → open → open → open"
"154355","Strong Middle/Senior Manual QA Engineer","Окремий спеціальний центр електронної підтримки",2025-11-24,2025-12-10,12,"open → open → open → open → open → open → open → open → open → open → open → open"
"154328","Спеціаліст з навчання користувачів (фінанси в SAP)","Сили Оборони",2025-11-24,2025-12-10,12,"open → open → open → open → open → open → open → open → open → open → open → open"
"154316","Координатор з розгортання SAP-системи","Сили Оборони",2025-11-24,2025-12-10,12,"open → open → open → open → open → open → open → open → open → open → open → open"
"154313","Windows .NET розробник","Сили Оборони",2025-11-24,2025-12-10,12,"open → open → open → open → open → open → open → open → open → open → open → open"
"154218","Системний адміністратор","7 Корпус ДШВ",2025-11-24,2025-12-10,12,"open → open → open → open → open → open → open → open → open → open → open → open"
"154215","Системний адміністратор","429 окремий полк безпілотних систем «Ахіллес»",2025-11-24,2025-12-10,12,"open → open → open → open → open → open → open → open → open → open → open → open"
"154203","Fullstack-розробник","429 окремий полк безпілотних систем «Ахіллес»",2025-11-24,2025-12-10,12,"open → open → open → open → open → open → open → open → open → open → open → open"
"154200","OSINT-аналітик","429 окремий полк безпілотних систем «Ахіллес»",2025-11-24,2025-12-10,12,"open → open → open → open → open → open → open → open → open → open → open → open"
"154197","Geo-OSINT спеціаліст","429 окремий полк безпілотних систем «Ахіллес»",2025-11-24,2025-12-10,12,"open → open → open → open → open → open → open → open → open → open → open → open"
"154188","Оператор автоматизованих систем","7 Корпус ДШВ",2025-11-24,2025-12-10,12,"open → open → open → open → open → open → open → open → open → open → open → open"
"154107","Data Scientist/Machine Learning Engineer","Головне управління розвідки",2025-11-24,2025-12-10,12,"open → open → open → open → open → open → open → open → open → open → open → open"
"154104","Full Stack Engineer (.NET+Angular)","Головне управління розвідки",2025-11-24,2025-12-10,12,"open → open → open → open → open → open → open → open → open → open → open → open"
"154101","Frontend Developer","Головне управління розвідки",2025-11-24,2025-12-10,12,"open → open → open → open → open → open → open → open → open → open → open → open"
"154095","Frontend/Backend Developer (Typescript/Node.js)","21 окремий полк безпілотних систем «Kraken 1654»",2025-11-24,2025-12-10,12,"open → open → open → open → open → open → open → open → open → open → open → open"
"109204","Фахівець з підтримки користувачів (медичний напрям)","Сили Оборони",2025-10-21,2025-11-24,11,"open → open → open → open → open → open → open → open → open → open → open"
"87327","Спеціаліст з ведення довідникової інформації","Сили Оборони",2025-10-21,2025-11-24,11,"open → open → open → open → open → open → open → open → open → open → open"
"7377","Спеціаліст підтримки користувачів (Application Support)","Сили оборони",2025-10-21,2025-11-24,11,"open → open → open → open → open → open → open → open → open → open → open"
"149073","QA Automation Engineer","Центр інновацій та розвитку оборонних технологій",2025-10-31,2025-12-02,11,"open → open → open → open → open → open → open → open → open → open → open"
"156967","Судовий експерт з компʼютерної техніки та програмних продуктів","Український науково-дослідний інститут спеціальної техніки та судових експертиз СБУ",2025-11-28,2025-12-10,11,"open → open → open → open → open → open → open → open → open → open → open"
"156921","Спеціаліст зі штучного інтелекту","28 Чорнобильський полк НГУ",2025-11-28,2025-12-10,11,"open → open → open → open → open → open → open → open → open → open → open"
"156639","ML/AI-фахівець","429 окремий полк безпілотних систем «Ахіллес»",2025-11-28,2025-12-10,11,"open → open → open → open → open → open → open → open → open → open → open"
"156633","Project Manager","429 окремий полк безпілотних систем «Ахіллес»",2025-11-28,2025-12-10,11,"open → open → open → open → open → open → open → open → open → open → open"
"156630","Інженер-програміст (ArduPilot; схемотехніка)","429 окремий полк безпілотних систем «Ахіллес»",2025-11-28,2025-12-10,11,"open → open → open → open → open → open → open → open → open → open → open"
"156422","QA Automation","3 армійський корпус",2025-11-28,2025-12-10,11,"open → open → open → open → open → open → open → open → open → open → open"
"156417","Python/Odoo Developer","3 армійський корпус",2025-11-28,2025-12-10,11,"open → open → open → open → open → open → open → open → open → open → open"
"156414","DevSecOps","3 армійський корпус",2025-11-28,2025-12-10,11,"open → open → open → open → open → open → open → open → open → open → open"
"156397","DevOps","3 армійський корпус",2025-11-28,2025-12-10,11,"open → open → open → open → open → open → open → open → open → open → open"
"156090","IT-спеціаліст","28 Чорнобильський полк НГУ",2025-11-28,2025-12-10,11,"open → open → open → open → open → open → open → open → open → open → open"
"156087","Оператор ПК","28 Чорнобильський полк НГУ",2025-11-28,2025-12-10,11,"open → open → open → open → open → open → open → open → open → open → open"
"155875","Спеціаліст по роботі з програмними підключеннями","Рота безпілотних наземних систем 42 ОМБр",2025-11-28,2025-12-10,11,"open → open → open → open → open → open → open → open → open → open → open"
"155869","Інженер з автоматизованих систем управління виробництвом","Центр Спеціальних Операцій «А»",2025-11-28,2025-12-10,11,"open → open → open → open → open → open → open → open → open → open → open"
"155771","Спеціаліст з кіберзахисту","414 окрема бригада безпілотних систем «Птахи Мадяра»",2025-11-28,2025-12-10,11,"open → open → open → open → open → open → open → open → open → open → open"
"155699","Fullstack Developer","Окремий спеціальний центр електронної підтримки",2025-11-28,2025-12-10,11,"open → open → open → open → open → open → open → open → open → open → open"
"155689","Machine Learning Specialist","Окремий спеціальний центр електронної підтримки",2025-11-28,2025-12-10,11,"open → open → open → open → open → open → open → open → open → open → open"
"155506","Фахівець з кібербезпеки","Прикордонний підрозділ безпілотних авіаційних систем «Фенікс»",2025-11-28,2025-12-10,11,"open → open → open → open → open → open → open → open → open → open → open"
"109196","Бізнес-аналітик (медична логістика)","Сили Оборони",2025-10-21,2025-11-19,10,"open → open → open → open → open → open → open → open → open → open"
"147096","Фахівець із впровадження ШІ","Командування ракетних військ і артилерії ЗСУ",2025-10-23,2025-11-24,10,"open → open → open → open → open → open → open → open → open → open"
"156340","Інженер-програміст","Взвод технічних засобів розвідки «Ярчуки Гуні» 4 БрОП «Рубіж»",2025-11-28,2025-12-09,10,"open → open → open → open → open → open → open → open → open → open"
"156337","Програміст","Взвод технічних засобів розвідки «Ярчуки Гуні» 4 БрОП «Рубіж»",2025-11-28,2025-12-09,10,"open → open → open → open → open → open → open → open → open → open"
"70269","Системний адміністратор","429 окремий полк безпілотних систем «Ахіллес»",2025-10-21,2025-11-18,9,"open → open → open → open → open → open → open → open → open"
"157116","Manual QA Engineer (Tester)","93 полк «Цукрарня Птахів Мадяра»",2025-12-01,2025-12-10,9,"open → open → open → open → open → open → open → open → open"
"103009","OSINT-аналітик","Сили Спеціальних Операцій",2025-12-02,2025-12-10,8,"open → open → open → open → open → open → open → open"
"121687","Системний адміністратор","14 окремий полк БпАК",2025-10-21,2025-11-15,7,"open → open → open → open → open → open → open"
"64028","ІТ-фахівець з обслуговування систем зв’язку","421 окремий батальйон безпілотних систем «САПСАН»",2025-10-21,2025-11-15,7,"open → open → open → open → open → open → open"
"127985","Support; Training; Improvement Analyst систем логістичних рішень","13 бригада оперативного призначення «Хартія»",2025-10-21,2025-11-09,6,"open → open → open → open → open → open"
"126758","Data Engineer","Сили Оборони",2025-10-21,2025-11-09,6,"open → open → open → open → open → open"
"126755","Full-stack розробник","Сили Оборони",2025-10-21,2025-11-09,6,"open → open → open → open → open → open"
"121325","Frontend-розробник","Сили Оборони",2025-10-21,2025-11-09,6,"open → open → open → open → open → open"
"121315","Backend-розробник","Сили Оборони",2025-10-21,2025-11-09,6,"open → open → open → open → open → open"
"121255","Бізнес-аналітик (Manual QA)","13 бригада оперативного призначення «Хартія»",2025-10-21,2025-11-09,6,"open → open → open → open → open → open"
"116964","Спеціаліст з безпеки","429 окремий полк безпілотних систем «Ахіллес»",2025-10-21,2025-11-09,6,"open → open → open → open → open → open"
"63970","Senior/Lead Frontend Engineer","414 окрема бригада ударних БпАС «Птахи Мадяра»",2025-10-21,2025-11-09,6,"open → open → open → open → open → open"
"151514","Системний аналітик/менеджер проєктів","47 окрема механізована бригада «Магура»",2025-11-09,2025-11-24,6,"open → open → open → open → open → open"
"157839","GEOINT-аналітик","Сили Оборони",2025-12-04,2025-12-10,6,"open → open → open → open → open → open"
"157814","Розробник програмного забезпечення (Python)","Міністерство Оборони",2025-12-04,2025-12-10,6,"open → open → open → open → open → open"
"157776","Спеціаліст з кримінального аналізу/Osint","Національна Гвардія України",2025-12-04,2025-12-10,6,"open → open → open → open → open → open"
"125371","Frontend/Fullstack розробник","93 полк «Цукрарня Птахів Мадяра»",2025-10-21,2025-10-31,5,"open → open → open → open → open"
"125368","Backend/Fullstack-розробник","93 полк «Цукрарня Птахів Мадяра»",2025-10-21,2025-10-31,5,"open → open → open → open → open"
"125362","Backend Java-розробник","93 полк «Цукрарня Птахів Мадяра»",2025-10-21,2025-10-31,5,"open → open → open → open → open"
"109780","Product Owner","13 бригада оперативного призначення «Хартія»",2025-10-21,2025-10-31,5,"open → open → open → open → open"
"102614","Системний адміністратор","Рота наземних роботизованих комплексів «NOVA» 3 ОШБр",2025-10-21,2025-10-31,5,"open → open → open → open → open"
"82230","Мережевий адміністратор","Сухопутні Війська",2025-10-21,2025-10-31,5,"open → open → open → open → open"
"148026","OSINT-спеціаліст","Сили Оборони",2025-10-26,2025-11-15,5,"open → open → open → open → open"
"148023","Аналітик з кібербезпеки","Сили Оборони",2025-10-26,2025-11-15,5,"open → open → open → open → open"
"149394","GEOINT-аналітик","Сили Оборони",2025-10-31,2025-11-18,5,"open → open → open → open → open"
"158121","Senior Software Engineer","Центр інновацій та розвитку оборонних технологій",2025-12-05,2025-12-10,5,"open → open → open → open → open"
"158118","Software Backend Engineer","Центр інновацій та розвитку оборонних технологій",2025-12-05,2025-12-10,5,"open → open → open → open → open"
"158043","ERP Documentation Specialist","Міністерство Оборони",2025-12-05,2025-12-10,5,"open → open → open → open → open"
"127531","SIGINT-аналітик","Сили Оборони",2025-10-21,2025-10-27,4,"open → open → open → open"
"124516","AllSource-аналітик","Сили Оборони",2025-10-21,2025-10-27,4,"open → open → open → open"
"122891","Team Lead Data","Сили Оборони",2025-10-21,2025-10-27,4,"open → open → open → open"
"122814","Інформаційний аналітик","Сили Оборони",2025-10-21,2025-10-27,4,"open → open → open → open"
"106848","QA Lead","Сили Оборони",2025-10-21,2025-10-27,4,"open → open → open → open"
"108719","Начальник управління ІТ-інфраструктури","Міністерство Оборони",2025-10-21,2025-10-27,4,"open → open → open → open"
"100538","Application Security Engineer","Центр інновацій та розвитку оборонних технологій",2025-10-21,2025-10-27,4,"open → open → open → open"
"65758","Penetration Tester (Python/C/C++)","Сили Оборони",2025-10-21,2025-10-27,4,"open → open → open → open"
"149813","Системний адміністратор","Сили Оборони",2025-10-31,2025-11-15,3,"open → open → open"
"123144","Junior SOC Analyst L1","Міністерство Оборони",2025-10-21,2025-10-23,2,"open → open"
"104843","Product Manager/Lead BA","Центр інновацій та розвитку оборонних технологій",2025-10-21,2025-10-23,2,"open → open"
"96257","Data Analyst","Центр інновацій та розвитку оборонних технологій",2025-10-21,2025-10-23,2,"open → open"
"76384","Інженер Large Language Model","Сили Оборони",2025-10-21,2025-10-23,2,"open → open"
"65420","Cyber Security Engineer","Сили Оборони",2025-10-21,2025-10-23,2,"open → open"
"149816","Rust-розробник","Сили Оборони",2025-10-31,2025-11-09,2,"open → open"
"158566","Оператор техпідтримки L1/L2 (мережі; віртуалізація)","Війська зв’язку",2025-12-09,2025-12-10,2,"open → open"
"158563","Оператор техпідтримки L1/L2 (IP-телефонія)","Війська зв’язку",2025-12-09,2025-12-10,2,"open → open"
"158560","Оператор техпідтримки L1/L2 (Active Directory)","Війська зв’язку",2025-12-09,2025-12-10,2,"open → open"
"158481","Дата-аналітик","Війська зв’язку",2025-12-09,2025-12-10,2,"open → open"
"158475","Оператор технічної підтримки","Війська зв’язку",2025-12-09,2025-12-10,2,"open → open"
"158472","Бізнес-аналітик","Війська зв’язку",2025-12-09,2025-12-10,2,"open → open"
"158469","Project Manager","Війська зв’язку",2025-12-09,2025-12-10,2,"open → open"
"158463","Фахівець із впровадження ШІ","Війська зв’язку",2025-12-09,2025-12-10,2,"open → open"
"158413","Офіцер-аналітик розвідувальних даних штабу","2 корпус НГУ «Хартія»",2025-12-09,2025-12-10,2,"open → open"
"158410","Технік служби технічного захисту інформації","2 корпус НГУ «Хартія»",2025-12-09,2025-12-10,2,"open → open"
"158407","Cybersecurity Specialist","2 корпус НГУ «Хартія»",2025-12-09,2025-12-10,2,"open → open"
"158393","Інженер-програміст","48 окремий розвідувальний батальйон «Тиха ніч»",2025-12-09,2025-12-10,2,"open → open"
"158372","Технік служби захисту інформації","101 окремий зенітний ракетний дивізіон морської піхоти",2025-12-09,2025-12-10,2,"open → open"
"158368","Начальник служби захисту інформації","101 окремий зенітний ракетний дивізіон морської піхоти",2025-12-09,2025-12-10,2,"open → open"
"158309","Embedded Software Engineer","Батальйон безпілотних систем 110 ОМБр",2025-12-09,2025-12-10,2,"open → open"
"103977","Data-менеджер","13 бригада оперативного призначення «Хартія»",2025-10-21,2025-10-21,1,"open"
"103036","DevOps/DataOps Engineer","13 бригада оперативного призначення «Хартія»",2025-10-21,2025-10-21,1,"open"
"103034","Data Engineer","13 бригада оперативного призначення «Хартія»",2025-10-21,2025-10-21,1,"open"
"103032","Data Analyst","13 бригада оперативного призначення «Хартія»",2025-10-21,2025-10-21,1,"open"
"149580","Project Manager/Event Manager","20 бригада оперативного призначення «Любарт»",2025-10-31,2025-10-31,1,"open"
"152453","Начальник радіостанції","1 окремий батальйон охорони ДССТ",2025-11-15,2025-11-15,1,"open"
"157851","HUMINT-аналітик","Сили Оборони",2025-12-04,2025-12-04,1,"open"
"158854","Адміністратор безпеки","Національна гвардія України",2025-12-10,2025-12-10,1,"open"
"158851","Зв’язківець/системний адміністратор","Національна гвардія України",2025-12-10,2025-12-10,1,"open"
"158645","OSINT-аналітик","Прикордонний підрозділ безпілотних авіаційних систем «Фенікс»",2025-12-10,2025-12-10,1,"open"
